"user","longitude","latitude","hour_taken","day_taken","month_taken","year_taken","First*(id)","Unique concatenate(hashtags)","Unique concatenate(legend)","First*(minutes_taken)","First*(hour_uploaded)","First*(day_uploaded)","First*(month_uploaded)","First*(year_uploaded)","First*(url)","longitude_normalized"
"12072883@N08",4.8367,45.761,21,17,4,2012,6.94565962E9,"?","?",28,22,18,4,2012,"http://farm6.staticflickr.com/5034/6945659620_776795fce6_t.jpg",6.9116
"12167323@N02",4.8333,45.768,21,6,12,2007,2.58546338E9,"lyon,2007,fetedeslumieres","?",0,21,16,6,2008,"http://farm4.staticflickr.com/3159/2585463380_2fb500a11f_t.jpg",6.9068
"12169610@N03",4.8402,45.757,23,17,8,2007,1.239660713E9,"lyon,???,?????,?????,2007????","?",56,13,26,8,2007,"http://farm2.staticflickr.com/1062/1239660713_46a6b2e8e4_t.jpg",6.9166
"12185004@N04",4.8538,45.763,10,15,3,2004,3.449839067E9,"tour,lyon","Prise de vue depuis le sommet de la tour EDF :  un angle inhabituel même pour un lyonnais",37,16,17,4,2009,"http://farm4.staticflickr.com/3592/3449839067_8a1ab7a0c4_t.jpg",6.9361
"12291319@N08",4.8219,45.762,17,10,5,2008,2.480902714E9,"france,church,landscape,lyon,basilica,iglesia,paisaje,panoramic,unesco,panoramica,francia,fourviere,experimentandoparaelfuturo,mosaicode5fotos","En 1643 Lyon (Francia) pide auxilio a la Virgen. Tiempo después y como consecuencia de un voto, se edificó la Basílica de Fourvière, obra de Pierre Bossan inaugurada en 1896. El aspecto extraño y macizo que ofrece, su forma rodeada por cuatro torres octogonales, dominan la ciudad y le valen el apodo de «elefante volcado»- La Basílica presenta un abanico de estilos que expresa, de manera extrema, todo el eclecticismo del siglo XIX. Visitándola, nos paseamos por los siglos: Su fachada norte tiene aspectos góticos, su exuberante decoración interior y sus mosaicos recuerdan los cuadros simbolistas. Levantando la cabeza, dentro del pórtico, podemos admirar un techo neoclásico. Los frisos florales del zócalo son de influencia novecentista «Art Nouveau». Sus enormes <a href=http://www.flickr.com/photos/mynth/1572652038/  target=_blank>puertas de bronce</a> están labradas y decoradas como en la Antigüedad.
<a href=http://www.lyon.fr/vdl/sections/es/tourisme/fil_quartier/fourviere>www.lyon.fr/vdl/sections/es/tourisme/fil_quartier/fourviere</a>

&quot;Un alma se mide por la dimensión de su deseo, del mismo modo que se juzga de antemano a una catedral por la altura de sus torres.&quot;
Gustave Flaubert (1821 – 1880) es escritor francés. Autor de Madame Bovary, La educación sentimental, La tentación de San Antonio, entre otras otras.",52,15,5,5,2008,"http://farm3.staticflickr.com/2131/2480902714_75da04658a_t.jpg",6.8905
"12291319@N08",4.823,45.763,14,12,8,2007,1.536807526E9,"city,france,landscape,view,lyon,ciudad,paisaje,panoramic,unesco,panoramica,vista,francia,ltytr1,a3b,thecityunderthesky","Panoramica de la ciudad de Lyon desde la Basilica Fourviere (Francia).
Es la primera panoramica que hago con tripode y me da la sensacion de que el horizonte es mas horizontal que otras veces. Habra que hacer mas pruebas...

&quot;Dios hizo el campo, y el hombre la ciudad.&quot;

William Cowper (1731-1800) Poeta británico.
",34,22,10,10,2007,"http://farm3.staticflickr.com/2282/1536807526_8e72f91731_t.jpg",6.8921
"12314857@N00",4.8245,45.758,17,13,2,2006,9.9274259E7,"street,carnival,france,lyon,circus,stgeorges,part,carnaval,cirque,streetparty, street,wood,carnival,game,france,wooden,place,lyon,circus,games,stgeorges,part,carnaval,cirque,streetparty","They also made a show on the place at the end!, A view of the place of St Georges during the afternoon. With plenty of big wooden gaems for the kods!",21,16,13,2,2006,"http://farm1.staticflickr.com/35/99274259_0eb74989e0_t.jpg",6.8942
"12314857@N00",4.8269,45.758,17,26,12,2005,9.4125384E7,"france,color,rainbow,angle,lyon,wide,wideangle,blueinkal, france,color,rainbow,angle,lyon,wide,wideangle,blueinkal,abigfave","Well this one has been colors changed in Photoshop and i also cut the bottom part of it.
<a href=http://creativecommons.org/licenses/by-nc-sa/2.0/fr/></a>Ce/tte cr&#233;ation est mis/e &#224; disposition sous un <a href=http://creativecommons.org/licenses/by-nc-sa/2.0/fr/>contrat Creative Commons</a>., This picture has been taken from my kitchen window in november 2005. I used my 14mm lense to grab the full rainbow in one picture.
I have changed the colors on photoshop. I never do that and dont really like it as it feels i am cheating... but for this one the original colors were too pale...

<a href=http://creativecommons.org/licenses/by-nc-sa/2.0/fr/></a>Ce/tte cr&#233;ation est mis/e &#224; disposition sous un <a href=http://creativecommons.org/licenses/by-nc-sa/2.0/fr/>contrat Creative Commons</a>.",31,16,1,2,2006,"http://farm1.staticflickr.com/43/94125384_2a6718815b_t.jpg",6.8976
"12381486@N00",4.8271,45.762,12,13,11,2011,6.946913879E9,"france,window,colors,ventana,lyon,couleurs,lione,colores,finestra,colori,francia,fenetre","?",41,18,2,3,2012,"http://farm8.staticflickr.com/7043/6946913879_d86872e10a_t.jpg",6.8979
"12450526@N02",4.8273,45.762,16,14,9,2007,2.804891005E9,"france,lyon,lione,case,museo,bambole,anniversario,delle,mauiercole","?",19,10,28,8,2008,"http://farm4.staticflickr.com/3038/2804891005_1f31bb23a0_t.jpg",6.8982
"12453467@N00",4.8349,45.757,20,2,5,2011,5.698274982E9,"france,lunch,restaurant,lyon,pse,bouchon","Rue des Marronniers, Lyon, France",43,3,8,5,2011,"http://farm4.staticflickr.com/3179/5698274982_4110149bd9_t.jpg",6.9091
"12487923@N04",4.8346,45.756,22,6,12,2007,2.094476484E9,"life,light,france,color,europe,lyon,pentax,lumieres,fetes,lightroom,aficionados,k10d","Fête des lumières 2007, Lyon.",0,0,8,12,2007,"http://farm3.staticflickr.com/2031/2094476484_33231031c8_t.jpg",6.9086
"12532602@N04",4.8322,45.772,0,8,12,2007,2.121738668E9,"light,night,lyon,lumieres,2007,8decembre,fetedeslumieres, light,night,lyon,lumieres,2007,8decembre,fetedeslumieres,grandecôte, light,night,lyon,vert,lumieres,2007,8decembre,fetedeslumieres","Vergers dAntan

Création : Géraud Périole, &quot;Vergers dAntan&quot;

Création : Géraud Périole",16,0,19,12,2007,"http://farm3.staticflickr.com/2418/2121738668_685d813dd6_t.jpg",6.9052
"12532602@N04",4.8349,45.756,21,10,12,2005,2.213494474E9,"2005,light,night,lyon,lumieres,fetedeslumiere","Lyon - Fete des lumieres 2005",19,1,23,1,2008,"http://farm3.staticflickr.com/2116/2213494474_355abc38ff_t.jpg",6.9091
"12532602@N04",4.8364,45.768,1,11,12,2005,2.212700811E9,"2005,light,fleur,night,opera,lyon,lumieres,pradel,fetedeslumiere","Lyon - Fete des lumieres 2005",46,1,23,1,2008,"http://farm3.staticflickr.com/2022/2212700811_447a60ab02_t.jpg",6.9112
"12703884@N00",4.8315,45.76,16,17,12,2008,3.126463204E9,"lyon","?",57,22,21,12,2008,"http://farm4.staticflickr.com/3081/3126463204_68901d4663_t.jpg",6.9042
"12703884@N00",4.8343,45.771,10,18,12,2008,3.162315365E9,"lyon","?",21,12,3,1,2009,"http://farm4.staticflickr.com/3255/3162315365_3b809330e2_t.jpg",6.9082
"12703884@N00",4.8347,45.772,10,18,12,2008,3.162316933E9,"lyon, graffiti,lyon","?",41,12,3,1,2009,"http://farm4.staticflickr.com/3088/3162316933_41fc26b0e9_t.jpg",6.9088
"12735416@N00",4.7948,45.792,18,26,7,2011,5.978558302E9,"?","Pour mémoire la scène originelle dAlien :
<a href=http://www.youtube.com/watch?v=JehjqlzXwIQ rel=
ofollow>www.youtube.com/watch?v=JehjqlzXwIQ</a>",55,16,26,7,2011,"http://farm7.staticflickr.com/6122/5978558302_ee904107f9_t.jpg",6.8518
"12902760@N04",4.8303,45.767,11,17,4,2010,4.543063215E9,"?","?",29,16,22,4,2010,"http://farm5.staticflickr.com/4039/4543063215_36d64db54f_t.jpg",6.9025
"12984605@N05",4.8354,45.769,20,8,12,2008,3.113055566E9,"light,france,luz,colors,night,shower,noche,lyon,lumière,couleurs,colores,explore,2008,nuit,ya,douche,fêtedeslumières,8décembre,partenarya,baladeavecyves,expérimentationsétudiantes,lampadouche,©annedhuart",".


LYON Fête des Lumières 2008


.


<a href=http://www.musicprodart.com/IMG/pdf/cahier-FDL-2008.pdf rel=
ofollow>Expérimentations étudiantes</a>


.


Artistes : Juliette Biesse et Alex Perret. Ecole Nationale Supérieure dArchitecture.
Production : Les Grands Ateliers de lIsle dAbeau 


.


<a href=http://bighugelabs.com/flickr/onblack.php?id=3113055566&amp;size=large rel=
ofollow>View large by night / Vue en grand dans la nuit</a>


.


© Anne dHuart


.


______________________________________",16,9,16,12,2008,"http://farm4.staticflickr.com/3219/3113055566_b390da9531_t.jpg",6.9098
"13010022@N07",4.8132,45.767,11,13,5,2004,5.365122948E9,"landscape,photo,paysage,ville","?",28,21,17,1,2011,"http://farm6.staticflickr.com/5050/5365122948_5d92dc3e4c_t.jpg",6.8781
"13010022@N07",4.8136,45.638,15,1,11,2011,6.307019099E9,"portrait,france,color,girl,smile,child,enfant,fille,sourire,couleur","Portrait de Julianne",22,22,2,11,2011,"http://farm7.staticflickr.com/6218/6307019099_4e6c03676f_t.jpg",6.8786
"13060479@N07",4.8764,45.766,16,24,9,2007,1.442614478E9,"?","?",13,11,26,9,2007,"http://farm2.staticflickr.com/1233/1442614478_9b9f047d67_t.jpg",6.9684
"13289467@N00",4.7482,45.628,17,21,9,2008,2.875936239E9,"tower,tour,lyon,crayon,lightroom,partdieu,montagny,troistiers","<a href=http://darckr.com/photo?css=white&amp;photoid=2875936239&amp;width=1024&amp;height=768&amp;style=&amp;bordercolor=black&amp;borderpadding=0&amp;borderwidth=0&amp;shadow=true>View large</a>",47,20,21,9,2008,"http://farm4.staticflickr.com/3015/2875936239_d4b9d5c413_t.jpg",6.7852
"13289467@N00",4.7482,45.628,18,21,9,2008,2.876775622E9,"deleteme5,deleteme8,deleteme,deleteme2,deleteme3,deleteme4,deleteme6,deleteme9,deleteme7,hands,child,saveme2,saveme3,deleteme10,enfant,mains,horsechestnut,carré,lightroom,balade,marrons,saveme1,montagny,9ruwrud2a9recumadre9a,caxup7cr, hand,poppy,pétale,coquelicot,lightroom,balade,montagny,9ruwrud2a9recumadre9a,caxup7cr","Treasures, Un remake de <a href=http://www.flickr.com/photos/_mll_/2861003002/in/set-72157607291006453/>ça</a>. Mais 100% naturel ici.",3,20,21,9,2008,"http://farm4.staticflickr.com/3279/2876775622_393b6f7910_t.jpg",6.7852
"13289467@N00",4.814,45.74,21,19,4,2011,5.637893765E9,"lyon,nuit,perrache,flou,confluence,immeuble,lightroom,bougé,aat,quais,2209, lyon,vert,péniche,nuit,perrache,quai,confluence,lightroom,aat","?",10,18,20,4,2011,"http://farm6.staticflickr.com/5184/5637893765_34615dc233_t.jpg",6.8792
"13289467@N00",4.8144,45.74,13,11,11,2011,6.337382618E9,"lyon,yeux,adolescent,perrache,lightroom,aat,quais,saône,confluent,capuche,enfnat,avugle","?",22,13,12,11,2011,"http://farm7.staticflickr.com/6227/6337382618_20e880eec8_t.jpg",6.8798
"13289467@N00",4.8162,45.744,17,1,6,2013,9.296292911E9,"nid,lyon,lightroom,canards,aat,quartierconfluence,bergesauvage","?",20,5,16,7,2013,"http://farm4.staticflickr.com/3751/9296292911_47a8d2bfbd_t.jpg",6.8823
"13289467@N00",4.8177,45.743,17,1,6,2013,9.317481076E9,"lyon,mariage,lightroom,aat,quartierconfluence","?",27,20,18,7,2013,"http://farm8.staticflickr.com/7404/9317481076_e66444aa2b_t.jpg",6.8845
"13289467@N00",4.8224,45.762,17,30,11,2008,3.075590988E9,"candles,lyon,bougies,basilique,lightroom,aat,fourvière,lumignons,jevoussaluemarie,haeptagones, lyon,basilique,lightroom,aat,fourvière, lyon,basilique,lightroom,aat,fourvière,choeur, clara,lyon,basilique,lightroom,aat,fourvière","?, Hommage à stephenleopold",56,21,1,12,2008,"http://farm4.staticflickr.com/3140/3075590988_f671a0d86e_t.jpg",6.8912
"13289467@N00",4.8234,45.762,16,11,11,2011,6.337842246E9,"lyon,lightroom,aat,fourvière,jardinsdurosaire, lyon,cathédrale,lightroom,aat,fourvière,jardinsdurosaire,primatiale","?",31,17,12,11,2011,"http://farm7.staticflickr.com/6096/6337842246_0b3a4c56fb_t.jpg",6.8926
"13289467@N00",4.8256,45.748,17,11,11,2011,6.337490147E9,"faïence,lyon,femme,tunnel,lightroom,aat,carrelage,passante, lyon,tunnel,signal,feu,lightroom,aat,adolescents,capuche,capuchards","?, Mieux que du benoi.pé",38,19,12,11,2011,"http://farm7.staticflickr.com/6222/6337490147_67036dde9a_t.jpg",6.8958
"13289467@N00",4.8411,45.759,21,21,11,2008,3.049267812E9,"lights,concert,lyon,ufo,nb,lumières,ovni,lightroom,grandtempledelyon","<a href=http://www.deezer.com/track/949037>www.deezer.com/track/949037</a>

and also

<a href=http://www.youtube.com/watch?v=oU_BBIUTVdg>www.youtube.com/watch?v=oU_BBIUTVdg</a> &lt;-- pretty funny actually",36,0,22,11,2008,"http://farm4.staticflickr.com/3018/3049267812_d96a7ec041_t.jpg",6.9179
"13289467@N00",4.8419,45.775,20,6,12,2008,3.089688105E9,"lyon,nuit,lightroom,fêtedeslumières,aat,quais,sirène, blue,red,green,rouge,lyon,vert,bleu,nuit,lightroom,fêtedeslumières,aat,quais","?",55,20,7,12,2008,"http://farm4.staticflickr.com/3253/3089688105_d237f69c5e_t.jpg",6.9191
"13289467@N00",4.8445,45.777,21,6,12,2008,3.08802309E9,"lyon,nuit,lightroom,fêtedeslumières,aat","Très cool, la mairie avait fait mettre des petits bonshommes lumineux partout, qui alternaient du rouge au vert.",36,22,6,12,2008,"http://farm4.staticflickr.com/3223/3088023090_0f7195c2e4_t.jpg",6.9228
"13289467@N00",4.8581,45.674,22,9,10,2008,2.927323785E9,"concert,gig,lightroom,nouvellevague,feyzin,epiceriemoderne,mélaniepain,lastfm:event=698236, concert,gig,lightroom,nouvellevague,feyzin,flickrduel,epiceriemoderne,mélaniepain,lastfm:event=698236,9ruwrud2a9recumadre9a,caxup7cr, concert,gig,miranda,lightroom,nouvellevague,mignonne,feyzin,epiceriemoderne,nadeahmiranda,nadeah,lastfm:event=698236, water,bottle,concert,eau,gig,miranda,bouteille,lightroom,nouvellevague,feyzin,epiceriemoderne,nadeahmiranda,nadeah,lastfm:event=698236, yellow,jaune,concert,gig,lightroom,nouvellevague,feyzin,epiceriemoderne,lastfm:event=698236, concert,gig,lightroom,nouvellevague,feyzin,epiceriemoderne,lastfm:event=698236, concert,serge,lightroom,nouvellevague,feyzin,epiceriemoderne,lastfm:event=698236, concert,gig,miranda,lightroom,nouvellevague,feyzin,epiceriemoderne,nadeahmiranda,nadeah,lastfm:event=698236, concert,gig,miranda,lightroom,nouvellevague,feyzin,epiceriemoderne,mélaniepain,nadeahmiranda,nadeah,lastfm:event=698236","?, Dommage le bassiste, Jus de pomme ?",27,23,9,10,2008,"http://farm4.staticflickr.com/3259/2927323785_09bcdde560_t.jpg",6.9422
"13292108@N02",4.8093,45.754,3,21,12,2006,1.363381237E9,"lyon,frança,intercâmbio,andréalix","?",31,4,12,9,2007,"http://farm2.staticflickr.com/1284/1363381237_e8be6f790c_t.jpg",6.8725
"13292108@N02",4.8093,45.754,11,15,1,2007,1.36430601E9,"lyon,frança,intercâmbio,andréalix","?",22,4,12,9,2007,"http://farm2.staticflickr.com/1333/1364306010_c870054326_t.jpg",6.8725
"13292108@N02",4.8304,45.756,11,4,2,2008,2.259012941E9,"lyon, tatianareigota,rafaelverissimo, lyon,frança,lasaône, jeremie,rafaelverissimo, rafaelverissimo","?",50,4,12,2,2008,"http://farm3.staticflickr.com/2304/2259012941_efcf202da1_t.jpg",6.9026
"13339562@N06",4.8266,45.759,18,13,11,2009,4.102465453E9,"night,lyon,stgeorges,saone,sanggi","?",42,14,14,11,2009,"http://farm3.staticflickr.com/2781/4102465453_5e9106dd02_t.jpg",6.8972
"13339562@N06",4.827,45.761,16,20,5,2010,4.63953727E9,"yellow,jaune,child,lyon,coat,enfant,pleurs,bambin,colere,sanggi, yellow,jaune,child,lyon,coat,enfant,fontaine,bambin,sanggi","?",32,17,25,5,2010,"http://farm5.staticflickr.com/4017/4639537270_7345536e73_t.jpg",6.8978
"13339562@N06",4.8271,45.766,16,14,6,2008,2.723231826E9,"train,lyon,gare,sanggi","?",21,18,1,8,2008,"http://farm4.staticflickr.com/3166/2723231826_fca3640ed9_t.jpg",6.8979
"13339562@N06",4.8318,45.773,17,11,12,2009,4.177607072E9,"sanggi","?",17,21,11,12,2009,"http://farm3.staticflickr.com/2508/4177607072_54b2b79c00_t.jpg",6.9046
"13339562@N06",4.8344,45.758,18,11,12,2009,4.176860497E9,"sanggi","?",27,22,11,12,2009,"http://farm3.staticflickr.com/2586/4176860497_a4e328d4d1_t.jpg",6.9084
"13339562@N06",4.8355,45.76,16,5,12,2009,4.159908359E9,"street,pink,rose,child,rue,enfant,fille,sanggi,barbepapa","?",46,16,5,12,2009,"http://farm3.staticflickr.com/2563/4159908359_53bf82eca0_t.jpg",6.9099
"13339562@N06",4.8363,45.768,20,14,1,2009,3.414674299E9,"lyon,opéra,nuit,sanggi","?",31,18,5,4,2009,"http://farm4.staticflickr.com/3577/3414674299_dd5083aebf_t.jpg",6.9111
"13339562@N06",4.8369,45.751,19,29,10,2009,4.056139195E9,"lyon,rhone,universite,sanggi","?",23,22,29,10,2009,"http://farm4.staticflickr.com/3502/4056139195_262d3754d2_t.jpg",6.9119
"13453036@N02",4.8119,45.755,15,13,3,2012,7.080554447E9,"france,ruins,lyon,roman,ruin,aqueduct,ruine,romain,piles,aqueduc,ruines,stjust,romanruins,romanaqueduct,stirénée,ruinesromaines,paysageurbain,saintirénée,saintjust,aqueducromain,aqueducdugier,fortstirénée,institutfrancochinois,fortsaintirénée,institutfrancochinoisdelyon,résidencealix,aqueductofthegier","Dans la cour du Fort Saint-Irénée, aujourdhui la résidence Alix du CROUS, mais qui abrita de 1921 à 1940  l<a href=http://www.bm-lyon.fr/lyonetlachine/ rel=
ofollow>Institut franco-chinois</a>, lieu mythique de lHistoire de la Chine moderne mais quasi-inconnu des lyonnais. Au fond, les ruines des piles de laqueduc du Gier, dépoque romaine. 

The Fort of Saint-Irénée in Lyon (France) and the ruins of the roman aqueduct of the Gier.",49,16,15,4,2012,"http://farm6.staticflickr.com/5311/7080554447_7dbc297d6d_t.jpg",6.8762
"13453036@N02",4.8191,45.759,16,13,3,2012,7.132486845E9,"france,landscape,lyon,theatre,roman,paysage,théâtre,remains,romain,basilique,ruines,stjust,fourvière,muséegalloromain,lugdunum,paysageurbain,théâtreromain","La vue au dessus des théâtres romains de Lyon, vers la basilique de Fourvière.

Above the roman theatres of Lyon (France).",47,17,1,5,2012,"http://farm8.staticflickr.com/7085/7132486845_37f07c693f_t.jpg",6.8865
"13453036@N02",4.82,45.759,16,13,3,2012,6.986424888E9,"france,lyon,theatre,roman,théâtre,remains,romain,ruines,stjust,fourvière,muséegalloromain,lugdunum,paysageurbain","Le théâtre romain de Lyon. Dégagé au cours du XXème siècle, il a été beaucoup restauré et sert de nouveau pour des spectacles.

Roman theatre in Lyon, France.",56,17,1,5,2012,"http://farm8.staticflickr.com/7207/6986424888_e3d0666183_t.jpg",6.8878
"13453036@N02",4.8206,45.757,17,13,3,2012,7.132518023E9,"france,lyon,roman,remains,romain,ruines,stjust,lugdunum,paysageurbain, france,square,lyon,roman,remains,romain,carré,ruines,stjust,lugdunum,canalisation","Les ruines des thermes romains de Lyon, dans le quartier St-Just.

The remains of roman therms in Lyon (France)., Une canalisation ? Probablement, puisque ces arches de moins dun mètre de haut font partie des ruines des thermes romains de Lyon.

A part of the remains of the roman therms of Lyon (France).",14,17,1,5,2012,"http://farm9.staticflickr.com/8156/7132518023_e4253a1c8a_t.jpg",6.8886
"13453036@N02",4.821,45.759,17,13,3,2012,6.986428934E9,"france,landscape,lyon,roman,paysage,remains,romain,ruines,stjust,fourvière,lugdunum,paysageurbain","Les ruines de lOdéon (petit théâtre) romain de Lyon.

The roman odeon (small theatre) of Lyon, France.",0,17,1,5,2012,"http://farm8.staticflickr.com/7191/6986428934_7c6eda752c_t.jpg",6.8892
"13453036@N02",4.8229,45.763,13,7,4,2011,5.600127963E9,"france,alpes,square,landscape,lyon,rhône,paysage,montblanc,carré,fourvière,partdieu,paysageurbain","Une partie de la vue sur Lyon depuis Fourvière : un peu de la presquîle, le Rhône, et les tours de la Part-Dieu. À lhorizon, le Mont Blanc dépasse au dessus des crêtes du Bugey. Les couleurs ont été modifiées avec GIMP.

The city of Lyon (France) and the Mont Blanc.",53,14,8,4,2011,"http://farm6.staticflickr.com/5225/5600127963_2a9e35f918_t.jpg",6.8919
"13453036@N02",4.8234,45.767,10,18,1,2011,6.107036363E9,"morning,winter,france,reflection,reflections,landscape,lyon,hiver,january,reflet,willow,paysage,janvier,reflets,matin,saule,saône,paysageurbain","Im just a saule whose intentions are good
Oh Lord! Please dont let me be misunderstood. 

(On peut aussi la faire avec Saône). Pouf pouf. Donc, la Saône, un saule et un joggeur un matin de Janvier. À Lyon, bien sûr.

Sorry for the stupid pun above: &quot;saule&quot; means willow in French, and is pronounced a bit like Eric Burdon was singing the word &quot;soul&quot;. It also nearly works with &quot;Saône&quot;, which is the name of this river which flows through Lyon, France.",26,22,2,9,2011,"http://farm7.staticflickr.com/6071/6107036363_5cd78ca46d_t.jpg",6.8926
"13453036@N02",4.8335,45.758,21,10,12,2011,6.493980319E9,"night,lyon,illuminations,nuit,granderoue,bellecour,fêtedeslumières,placebellecour,2011,paysageurbain,fêtedeslumières2011, night,lyon,illuminations,nuit,bellecour,fêtedeslumières,placebellecour,2011,paysageurbain,fêtedeslumières2011","La Place Bellecour (Lyon) pendant la fête des Lumières 2011.

Lyon (France), Festival of Lights, December 2011., &quot;I Love Clouds&quot; : cest ce que nous dit Jacques Rival, lauteur de cette jolie installation pour la Fête des Lumières 2011, où la statue équestre du Roi-Soleil au milieu de la Place Bellecour à Lyon prend un air de fête...

Lyon (France), Festival of Lights, December 2011.",14,18,11,12,2011,"http://farm8.staticflickr.com/7145/6493980319_1e5e3f0ca4_t.jpg",6.9071
